phenotype1,phenotype2,phenotype3
HP0000465,HP0000359,HP0000593
HP0000465,HP0000360,HP0000597
HP0000465,HP0000364,HP0000601
HP0000465,HP0000365,HP0000606
HP0000465,HP0000370,HP0000616
HP0000465,HP0000372,HP0000617
HP0000465,HP0000377,HP0000622
HP0000465,HP0000475,HP0000632
HP0000465,HP0000476,HP0000633
HP0000465,HP0000481,HP0000649
HP0000465,HP0000490,HP0000657
HP0000465,HP0000496,HP0000707
HP0000465,HP0000501,HP0000708
HP0000465,HP0000504,HP0000743
HP0000465,HP0000505,HP0000759
HP0000465,HP0000508,HP0000763
HP0000465,HP0000512,HP0000764
HP0000465,HP0000517,HP0000769
HP0000465,HP0000520,HP0000775
HP0000465,HP0000525,HP0000777
HP0000465,HP0000528,HP0000778
HP0000465,HP0000540,HP0000795
HP0000465,HP0000542,HP0000809
HP0000465,HP0000545,HP0000811
HP0000465,HP0000549,HP0000820
HP0000465,HP0000551,HP0000821
HP0000465,HP0000553,HP0000823
HP0000465,HP0000554,HP0000826
HP0000465,HP0000568,HP0000834
HP0000465,HP0000570,HP0000835
HP0000465,HP0000588,HP0000836
HP0000465,HP0000591,HP0000839
HP0000465,HP0000592,HP0000840
HP0000465,HP0000593,HP0000842
HP0000465,HP0000597,HP0000843
HP0000465,HP0000598,HP0000846
HP0000465,HP0000601,HP0000847
HP0000465,HP0000606,HP0000852
HP0000465,HP0000610,HP0000853
HP0000465,HP0000613,HP0000855
HP0000465,HP0000616,HP0000864
HP0000465,HP0000617,HP0000924
HP0000465,HP0000622,HP0000927
HP0000465,HP0000632,HP0000929
HP0000465,HP0000633,HP0000943
HP0000465,HP0000649,HP0000958
HP0000465,HP0000657,HP0000965
HP0000465,HP0000662,HP0000966
HP0000465,HP0000667,HP0000971
HP0000465,HP0000707,HP0000975
HP0000465,HP0000708,HP0000978
HP0000465,HP0000743,HP0000979
HP0000465,HP0000759,HP0000989
HP0000465,HP0000763,HP0001000
HP0000465,HP0000764,HP0001029
HP0000465,HP0000769,HP0001087
HP0000465,HP0000771,HP0001098
HP0000465,HP0000775,HP0001155
HP0000465,HP0000777,HP0001196
HP0000465,HP0000778,HP0001218
HP0000465,HP0000795,HP0001231
HP0000465,HP0000809,HP0001249
HP0000465,HP0000811,HP0001250
HP0000465,HP0000812,NULL
HP0000465,HP0000816,HP0000069
HP0000465,HP0000820,HP0000075
HP0000465,HP0000821,HP0000077
HP0000465,HP0000823,HP0000135
HP0000465,HP0000826,HP0000144
HP0000465,HP0000828,HP0000224
HP0000465,HP0000834,HP0000271
HP0000465,HP0000835,HP0000377
HP0000465,HP0000836,HP0000476
HP0000465,HP0000839,HP0000496
HP0000465,HP0000840,HP0000517
HP0000465,HP0000841,HP0000542
HP0000465,HP0000842,HP0000554
HP0000465,HP0000843,HP0000598
HP0000465,HP0000846,HP0000662
HP0000465,HP0000847,HP0000667
HP0000465,HP0000848,HP0000812
HP0000465,HP0000849,HP0000816
HP0000465,HP0000852,HP0000848
HP0000465,HP0000853,HP0000849
HP0000465,HP0000855,HP0000873
HP0000465,HP0000857,HP0000877
HP0000465,HP0000859,HP0000969
HP0000465,HP0000863,HP0000970
HP0000465,HP0000864,HP0000980
HP0000465,HP0000872,HP0001009
HP0000465,HP0000873,HP0001014
HP0000465,HP0000877,HP0001025
HP0000465,HP0000924,HP0001090
HP0000465,HP0000927,HP0001167
HP0000465,HP0000929,HP0001197
HP0000465,HP0000943,HP0000002
HP0000465,HP0000958,HP0000014
HP0000465,HP0000965,HP0000078
HP0000465,HP0000966,HP0000079
HP0000465,HP0000969,HP0000080
HP0000465,HP0000970,HP0000098
HP0000465,HP0000971,HP0000119
HP0000465,HP0000975,HP0000127
HP0000465,HP0000978,HP0000223
HP0000465,HP0000979,HP0000234
HP0000465,HP0000980,HP0000235
HP0000465,HP0000989,HP0000356
HP0000465,HP0001000,HP0000475
HP0000465,HP0001001,HP0000528
HP0000465,HP0001009,HP0000568
HP0000465,HP0001014,HP0000570
HP0000465,HP0001025,HP0000610
HP0000465,HP0001028,HP0000613
HP0000465,HP0001029,HP0000771
HP0000465,HP0001067,HP0000828
HP0000465,HP0001087,HP0000841
HP0000465,HP0001090,HP0000857
HP0000465,HP0001098,HP0000859
HP0000465,HP0001155,HP0001001
HP0000465,HP0001167,HP0001028
HP0000465,HP0001194,HP0001067
HP0000465,HP0001195,HP0000549
HP0000465,HP0001196,HP0000591
HP0000465,HP0001197,HP0000863
HP0000465,HP0001218,HP0000872
HP0000465,HP0001231,HP0001194
HP0000465,HP0001249,HP0000553
HP0000465,HP0001250,HP0000554
HP0000472,NULL,HP0000570
HP0000472,HP0000014,HP0000588
HP0000472,HP0000069,HP0000589
HP0000472,HP0000075,HP0000591
HP0000472,HP0000077,HP0000592
HP0000472,HP0000078,HP0000598
HP0000472,HP0000079,HP0000601
HP0000472,HP0000080,HP0000606
HP0000472,HP0000098,HP0000610
HP0000472,HP0000119,HP0000613
HP0000472,HP0000127,HP0000617
HP0000472,HP0000135,HP0000622
HP0000472,HP0000144,HP0000632
HP0000472,HP0000153,HP0000633
HP0000472,HP0000223,HP0000649
HP0000472,HP0000224,HP0000657
HP0000472,HP0000234,HP0000662
HP0000472,HP0000235,HP0000667
HP0000472,HP0000240,HP0000743
HP0000472,HP0000290,HP0000763
HP0000472,HP0000306,HP0000771
HP0000472,HP0000315,HP0000775
HP0000472,HP0000316,HP0000777
HP0000472,HP0000356,HP0000809
HP0000472,HP0000359,HP0000811
HP0000472,HP0000360,HP0000816
HP0000472,HP0000364,HP0000819
HP0000472,HP0000365,HP0000820
HP0000472,HP0000366,HP0000821
HP0000472,HP0000370,HP0000823
HP0000472,HP0000377,HP0000828
HP0000472,HP0000475,HP0000831
HP0000472,HP0000481,HP0000834
HP0000472,HP0000490,HP0000836
HP0000472,HP0000496,HP0000839
HP0000472,HP0000501,HP0000840
HP0000472,HP0000504,HP0000841
HP0000472,HP0000505,HP0000847
HP0000472,HP0000508,HP0000848
HP0000472,HP0000512,HP0000849
HP0000472,HP0000517,HP0000859
HP0000472,HP0000520,HP0000863
HP0000472,HP0000525,HP0000864
HP0000472,HP0000528,HP0000872
HP0000472,HP0000534,HP0000929
HP0000472,HP0000539,HP0000958
HP0000472,HP0000540,HP0000965
HP0000472,HP0000542,HP0000969
HP0000472,HP0000545,HP0000979
HP0000472,HP0000549,HP0000980
HP0000472,HP0000551,HP0000989
HP0000472,HP0000553,HP0001000
HP0000472,HP0000554,HP0001001
HP0000472,HP0000570,HP0001009
HP0000472,HP0000588,HP0001014
HP0000472,HP0000589,HP0001028
HP0000472,HP0000591,HP0001067
HP0000472,HP0000592,HP0001072
HP0000472,HP0000593,HP0001087
HP0000472,HP0000597,HP0001090
HP0000472,HP0000598,HP0001098
HP0000472,HP0000601,HP0001167
HP0000472,HP0000606,HP0001194
HP0000472,HP0000610,HP0001195
HP0000472,HP0000613,HP0001196
HP0000472,HP0000617,HP0001197
HP0000472,HP0000622,HP0001231
HP0000472,HP0000632,HP0001249
HP0000472,HP0000633,NULL
HP0000472,HP0000649,HP0000014
HP0000472,HP0000657,HP0000069
HP0000472,HP0000662,HP0000075
HP0000472,HP0000667,HP0000077
HP0000472,HP0000708,HP0000078
HP0000472,HP0000743,HP0000079
HP0000472,HP0000759,HP0000098
HP0000472,HP0000763,HP0000119
HP0000472,HP0000769,HP0000223
HP0000472,HP0000771,HP0000224
HP0000472,HP0000775,HP0000234
HP0000472,HP0000777,HP0000235
HP0000472,HP0000795,HP0000240
HP0000472,HP0000809,HP0000290
HP0000472,HP0000811,HP0000315
HP0000472,HP0000816,HP0000316
HP0000472,HP0000819,HP0000356
HP0000472,HP0000820,HP0000359
HP0000472,HP0000821,HP0000360
HP0000472,HP0000823,HP0000364
HP0000472,HP0000826,HP0000475
HP0000472,HP0000828,HP0000490
HP0000472,HP0000829,HP0000496
HP0000472,HP0000831,HP0000501
HP0000472,HP0000834,HP0000517
HP0000472,HP0000836,HP0000525
HP0000472,HP0000839,HP0000539
HP0000472,HP0000840,HP0000542
HP0000472,HP0000841,HP0000553
HP0000472,HP0000842,HP0000593
HP0000472,HP0000843,HP0000708
HP0000472,HP0000846,HP0000759
HP0000472,HP0000847,HP0000795
HP0000472,HP0000848,HP0000829
HP0000472,HP0000849,HP0000846
HP0000472,HP0000852,HP0000853
HP0000472,HP0000853,HP0000873
HP0000472,HP0000855,HP0000877
HP0000472,HP0000857,HP0000924
HP0000472,HP0000859,HP0000927
HP0000472,HP0000863,HP0000943
HP0000472,HP0000864,HP0000951
HP0000472,HP0000872,HP0000966
HP0000472,HP0000873,HP0000970
HP0000472,HP0000877,HP0000978
HP0000472,HP0000924,HP0001025
HP0000472,HP0000927,HP0001029
HP0000472,HP0000929,HP0001155
HP0000472,HP0000943,HP0001218
HP0000472,HP0000951,HP0000127
HP0000472,HP0000958,HP0000135
HP0000472,HP0000965,HP0000144
HP0000472,HP0000966,HP0000153
HP0000472,HP0000969,HP0000306
HP0000472,HP0000970,HP0000365
HP0000472,HP0000978,HP0000370
HP0000472,HP0000979,HP0000377
HP0000472,HP0000980,HP0000481
HP0000472,HP0000989,HP0000504
HP0000472,HP0001000,HP0000505
HP0000472,HP0001001,HP0000508
HP0000472,HP0001009,HP0000520
HP0000472,HP0001014,HP0000528
HP0000472,HP0001025,HP0000540
HP0000472,HP0001028,HP0000545
HP0000472,HP0001029,HP0000551
HP0000472,HP0001067,HP0000842
HP0000472,HP0001072,HP0000852
HP0000472,HP0001087,HP0000855
HP0000472,HP0001090,HP0000512
HP0000472,HP0001098,HP0000597
HP0000472,HP0001155,HP0000549
HP0000472,HP0001167,HP0000843
HP0000472,HP0001194,HP0000857
HP0000472,HP0001195,HP0001250
HP0000472,HP0001196,HP0000080
HP0000472,HP0001197,HP0000534
HP0000472,HP0001218,HP0000554
HP0000472,HP0001231,HP0000769
HP0000472,HP0001249,HP0000826
HP0000472,HP0001250,HP0000366
HP0000475,NULL,HP0000370
HP0000475,HP0000014,HP0000377
HP0000475,HP0000069,HP0000472
HP0000475,HP0000075,HP0000476
HP0000475,HP0000077,HP0000481
HP0000475,HP0000078,HP0000517
HP0000475,HP0000079,HP0000520
HP0000475,HP0000080,HP0000525
HP0000475,HP0000098,HP0000528
HP0000475,HP0000119,HP0000534
HP0000475,HP0000127,HP0000539
HP0000475,HP0000135,HP0000540
HP0000475,HP0000144,HP0000542
HP0000475,HP0000153,HP0000545
HP0000475,HP0000223,HP0000549
HP0000475,HP0000224,HP0000551
HP0000475,HP0000234,HP0000588
HP0000475,HP0000235,HP0000589
HP0000475,HP0000240,HP0000591
HP0000475,HP0000271,HP0000592
HP0000475,HP0000290,HP0000593
HP0000475,HP0000306,HP0000597
HP0000475,HP0000309,HP0000598
HP0000475,HP0000315,HP0000601
HP0000475,HP0000316,HP0000606
HP0000475,HP0000356,HP0000610
HP0000475,HP0000359,HP0000616
HP0000475,HP0000360,HP0000617
HP0000475,HP0000364,HP0000622
HP0000475,HP0000365,HP0000632
HP0000475,HP0000366,HP0000633
HP0000475,HP0000370,HP0000649
HP0000475,HP0000372,HP0000657
HP0000475,HP0000377,HP0000662
HP0000475,HP0000465,HP0000707
HP0000475,HP0000472,HP0000708
HP0000475,HP0000476,HP0000763
HP0000475,HP0000481,HP0000769
HP0000475,HP0000490,HP0000809
HP0000475,HP0000501,HP0000812
HP0000475,HP0000504,HP0000823
HP0000475,HP0000505,HP0000831
HP0000475,HP0000512,HP0000835
HP0000475,HP0000517,HP0000839
HP0000475,HP0000520,HP0000840
HP0000475,HP0000525,HP0000841
HP0000475,HP0000528,HP0000843
HP0000475,HP0000534,HP0000846
HP0000475,HP0000539,HP0000848
HP0000475,HP0000540,HP0000849
HP0000475,HP0000542,HP0000852
HP0000475,HP0000545,HP0000855
HP0000475,HP0000549,HP0000857
HP0000475,HP0000551,HP0000859
HP0000475,HP0000553,HP0000863
HP0000475,HP0000554,HP0000872
HP0000475,HP0000568,HP0000873
HP0000475,HP0000570,HP0000877
HP0000475,HP0000588,HP0000924
HP0000475,HP0000589,HP0000951
HP0000475,HP0000591,HP0000965
HP0000475,HP0000592,HP0000966
HP0000475,HP0000593,HP0000975
HP0000475,HP0000597,HP0000978
HP0000475,HP0000598,HP0000979
HP0000475,HP0000601,HP0000980
HP0000475,HP0000606,HP0001000
HP0000475,HP0000610,HP0001001
HP0000475,HP0000616,HP0001009
HP0000475,HP0000617,HP0001014
HP0000475,HP0000622,HP0001025
HP0000475,HP0000632,HP0001028
HP0000475,HP0000633,HP0001029
HP0000475,HP0000649,HP0001067
HP0000475,HP0000657,HP0001072
HP0000475,HP0000662,HP0001087
HP0000475,HP0000707,HP0001090
HP0000475,HP0000708,HP0001098
HP0000475,HP0000743,HP0001155
HP0000475,HP0000763,HP0001167
HP0000475,HP0000764,HP0001195
HP0000475,HP0000769,HP0001196
HP0000475,HP0000771,HP0001218
HP0000475,HP0000775,HP0001231
HP0000475,HP0000777,HP0001249
HP0000475,HP0000778,HP0001250
HP0000475,HP0000795,NULL
HP0000475,HP0000809,HP0000014
HP0000475,HP0000811,HP0000069
HP0000475,HP0000812,HP0000075
HP0000475,HP0000819,HP0000078
HP0000475,HP0000820,HP0000080
HP0000475,HP0000821,HP0000119
HP0000475,HP0000823,HP0000153
HP0000475,HP0000826,HP0000223
HP0000475,HP0000828,HP0000234
HP0000475,HP0000829,HP0000290
HP0000475,HP0000831,HP0000306
HP0000475,HP0000834,HP0000309
HP0000475,HP0000835,HP0000315
HP0000475,HP0000836,HP0000316
HP0000475,HP0000839,HP0000356
HP0000475,HP0000840,HP0000359
HP0000475,HP0000841,HP0000360
HP0000475,HP0000842,HP0000364
HP0000475,HP0000843,HP0000365
HP0000475,HP0000846,HP0000366
HP0000475,HP0000847,HP0000465
HP0000475,HP0000848,HP0000490
HP0000475,HP0000849,HP0000504
HP0000475,HP0000852,HP0000505
HP0000475,HP0000853,HP0000512
HP0000475,HP0000855,HP0000553
HP0000475,HP0000857,HP0000554
HP0000475,HP0000859,HP0000568
HP0000475,HP0000863,HP0000570
HP0000475,HP0000864,HP0000771
HP0000475,HP0000872,HP0000778
HP0000475,HP0000873,HP0000795
HP0000475,HP0000877,HP0000811
HP0000475,HP0000924,HP0000819
HP0000475,HP0000927,HP0000821
HP0000475,HP0000929,HP0000828
HP0000475,HP0000943,HP0000829
HP0000475,HP0000951,HP0000834
HP0000475,HP0000965,HP0000836
HP0000475,HP0000966,HP0000853
HP0000475,HP0000969,HP0000927
HP0000475,HP0000970,HP0000929
HP0000475,HP0000971,HP0000943
HP0000475,HP0000975,HP0000969
HP0000475,HP0000978,HP0000970
HP0000475,HP0000979,HP0000971
HP0000475,HP0000980,HP0000989
HP0000475,HP0000989,HP0000077
HP0000475,HP0001000,HP0000079
HP0000475,HP0001001,HP0000098
HP0000475,HP0001009,HP0000135
HP0000475,HP0001014,HP0000144
HP0000475,HP0001025,HP0000235
HP0000475,HP0001028,HP0000240
HP0000475,HP0001029,HP0000372
HP0000475,HP0001067,HP0000501
HP0000475,HP0001072,HP0000743
HP0000475,HP0001087,HP0000775
HP0000475,HP0001090,HP0000777
HP0000475,HP0001098,HP0000842
HP0000475,HP0001155,HP0000847
HP0000475,HP0001167,HP0000271
HP0000475,HP0001195,HP0000764
HP0000475,HP0001196,HP0000826
HP0000475,HP0001218,HP0000127
HP0000475,HP0001231,HP0000224
HP0000475,HP0001249,HP0000235
HP0000475,HP0001250,HP0000820
HP0000476,HP0000014,HP0000821
HP0000476,HP0000069,HP0000823
HP0000476,HP0000075,HP0000826
HP0000476,HP0000079,HP0000828
HP0000476,HP0000080,HP0000829
HP0000476,HP0000119,HP0000831
HP0000476,HP0000127,HP0000834
HP0000476,HP0000135,HP0000835
HP0000476,HP0000144,HP0000836
HP0000476,HP0000153,HP0000839
HP0000476,HP0000223,HP0000840
HP0000476,HP0000224,HP0000841
HP0000476,HP0000234,HP0000842
HP0000476,HP0000235,HP0000843
HP0000476,HP0000240,HP0000846
HP0000476,HP0000271,HP0000848
HP0000476,HP0000291,HP0000849
HP0000476,HP0000306,HP0000852
HP0000476,HP0000309,HP0000853
HP0000476,HP0000315,HP0000855
HP0000476,HP0000316,HP0000863
HP0000476,HP0000356,HP0000864
HP0000476,HP0000359,HP0000877
HP0000476,HP0000360,HP0000927
HP0000476,HP0000364,HP0000929
HP0000476,HP0000365,HP0000943
HP0000476,HP0000370,HP0000958
HP0000476,HP0000372,HP0000965
HP0000476,HP0000377,HP0000966
HP0000476,HP0000465,HP0000970
HP0000476,HP0000475,HP0000971
HP0000476,HP0000481,HP0000978
HP0000476,HP0000490,HP0000979
HP0000476,HP0000504,HP0000980
HP0000476,HP0000508,HP0000989
HP0000476,HP0000512,HP0001000
HP0000476,HP0000517,HP0001009
HP0000476,HP0000520,HP0001014
HP0000476,HP0000525,HP0001025
HP0000476,HP0000528,HP0001067
HP0000476,HP0000534,HP0001090
HP0000476,HP0000539,HP0001098
HP0000476,HP0000540,HP0001196
HP0000476,HP0000542,HP0001231
HP0000476,HP0000545,HP0000014
HP0000476,HP0000549,HP0000069
HP0000476,HP0000551,HP0000075
HP0000476,HP0000554,HP0000079
HP0000476,HP0000568,HP0000080
HP0000476,HP0000570,HP0000119
HP0000476,HP0000588,HP0000127
HP0000476,HP0000589,HP0000135
HP0000476,HP0000591,HP0000144
HP0000476,HP0000592,HP0000153
HP0000476,HP0000593,HP0000223
HP0000476,HP0000597,HP0000224
HP0000476,HP0000598,HP0000271
HP0000476,HP0000601,HP0000309
HP0000476,HP0000606,HP0000315
HP0000476,HP0000610,HP0000356
HP0000476,HP0000616,HP0000365
HP0000476,HP0000617,HP0000370
HP0000476,HP0000632,HP0000377
HP0000476,HP0000633,HP0000465
HP0000476,HP0000649,HP0000475
HP0000476,HP0000657,HP0000481
HP0000476,HP0000662,HP0000490
HP0000476,HP0000707,HP0000512
HP0000476,HP0000708,HP0000520
HP0000476,HP0000743,HP0000525
HP0000476,HP0000759,HP0000534
HP0000476,HP0000763,HP0000539
HP0000476,HP0000764,HP0000545
HP0000476,HP0000769,HP0000549
HP0000476,HP0000771,HP0000551
HP0000476,HP0000775,HP0000570
HP0000476,HP0000777,HP0000588
HP0000476,HP0000778,HP0000589
HP0000476,HP0000795,HP0000591
HP0000476,HP0000809,HP0000592
HP0000476,HP0000811,HP0000593
HP0000476,HP0000812,HP0000597
HP0000476,HP0000816,HP0000598
HP0000476,HP0000818,HP0000633
HP0000476,HP0000819,HP0000657
HP0000476,HP0000820,HP0000662
HP0000476,HP0000821,HP0000708
HP0000476,HP0000823,HP0000743
HP0000476,HP0000826,HP0000763
HP0000476,HP0000828,HP0000764
HP0000476,HP0000829,HP0000769
HP0000476,HP0000831,HP0000771
HP0000476,HP0000834,HP0000777
HP0000476,HP0000835,HP0000778
HP0000476,HP0000836,HP0000795
HP0000476,HP0000839,HP0000809
HP0000476,HP0000840,HP0000812
HP0000476,HP0000841,HP0000859
HP0000476,HP0000842,HP0000872
HP0000476,HP0000843,HP0000873
HP0000476,HP0000846,HP0000924
HP0000476,HP0000847,HP0001087
HP0000476,HP0000848,HP0001155
HP0000476,HP0000849,HP0001167
HP0000476,HP0000852,HP0001195
HP0000476,HP0000853,HP0001249
HP0000476,HP0000855,HP0001250
HP0000476,HP0000857,HP0000235
HP0000476,HP0000859,HP0000240
HP0000476,HP0000863,HP0000306
HP0000476,HP0000864,HP0000316
HP0000476,HP0000872,HP0000359
HP0000476,HP0000873,HP0000360
HP0000476,HP0000877,HP0000364
HP0000476,HP0000924,HP0000372
HP0000476,HP0000927,HP0000504
HP0000476,HP0000929,HP0000528
HP0000476,HP0000943,HP0000540
HP0000476,HP0000951,HP0000542
HP0000476,HP0000958,HP0000554
HP0000476,HP0000965,HP0000601
HP0000476,HP0000966,HP0000606
HP0000476,HP0000970,HP0000617
HP0000476,HP0000971,HP0000775
HP0000476,HP0000975,HP0000816
HP0000476,HP0000978,HP0000818
HP0000476,HP0000979,HP0000819
HP0000476,HP0000980,HP0000820
HP0000476,HP0000989,HP0000847
HP0000476,HP0001000,HP0000857
HP0000476,HP0001009,HP0000951
HP0000476,HP0001014,HP0000975
HP0000476,HP0001025,HP0001218
HP0000476,HP0001067,HP0000291
HP0000476,HP0001087,HP0000508
HP0000476,HP0001090,HP0000517
HP0000476,HP0001098,HP0000568
HP0000476,HP0001155,HP0000616
HP0000476,HP0001167,HP0000632
HP0000476,HP0001195,HP0000649
HP0000476,HP0001196,HP0000811
HP0000476,HP0001218,HP0000610
HP0000476,HP0001231,HP0000617
HP0000476,HP0001249,HP0000632
HP0000476,HP0001250,HP0000708
HP0000478,NULL,HP0000759
HP0000478,HP0000002,HP0000763
HP0000478,HP0000069,HP0000771
HP0000478,HP0000075,HP0000775
HP0000478,HP0000077,HP0000811
HP0000478,HP0000080,HP0000820
HP0000478,HP0000098,HP0000829
HP0000478,HP0000119,HP0000836
HP0000478,HP0000127,HP0000839
HP0000478,HP0000135,HP0000841
HP0000478,HP0000144,HP0000843
HP0000478,HP0000152,HP0000846
HP0000478,HP0000153,HP0000847
HP0000478,HP0000223,HP0000855
HP0000478,HP0000224,HP0000872
HP0000478,HP0000234,HP0000873
HP0000478,HP0000235,HP0000877
HP0000478,HP0000240,HP0000927
HP0000478,HP0000271,HP0000943
HP0000478,HP0000290,HP0000951
HP0000478,HP0000359,HP0000958
HP0000478,HP0000360,HP0000965
HP0000478,HP0000365,HP0000966
HP0000478,HP0000366,HP0000970
HP0000478,HP0000464,HP0001000
HP0000478,HP0000598,HP0001001
HP0000478,HP0000759,HP0001028
HP0000478,HP0000763,HP0001029
HP0000478,HP0000769,HP0001072
HP0000478,HP0000771,HP0001249
HP0000478,HP0000775,HP0001250
HP0000478,HP0000777,NULL
HP0000478,HP0000795,HP0000002
HP0000478,HP0000809,HP0000069
HP0000478,HP0000811,HP0000075
HP0000478,HP0000812,HP0000077
HP0000478,HP0000816,HP0000098
HP0000478,HP0000818,HP0000119
HP0000478,HP0000819,HP0000127
HP0000478,HP0000820,HP0000135
HP0000478,HP0000821,HP0000153
HP0000478,HP0000829,HP0000223
HP0000478,HP0000836,HP0000224
HP0000478,HP0000839,HP0000235
HP0000478,HP0000841,HP0000240
HP0000478,HP0000843,HP0000271
HP0000478,HP0000846,HP0000290
HP0000478,HP0000847,HP0000359
HP0000478,HP0000853,HP0000360
HP0000478,HP0000855,HP0000365
HP0000478,HP0000872,HP0000366
HP0000478,HP0000873,HP0000598
HP0000478,HP0000877,HP0000777
HP0000478,HP0000927,HP0000809
HP0000478,HP0000943,HP0000816
HP0000478,HP0000951,HP0000819
HP0000478,HP0000958,HP0000821
HP0000478,HP0000965,HP0000853
HP0000478,HP0000966,HP0000969
HP0000478,HP0000969,HP0000144
HP0000478,HP0000970,HP0000152
HP0000478,HP0000980,HP0000234
HP0000478,HP0001000,HP0000464
HP0000478,HP0001001,HP0000818
HP0000478,HP0001009,HP0000980
HP0000478,HP0001014,HP0001167
HP0000478,HP0001028,HP0001196
HP0000478,HP0001029,HP0001197
HP0000478,HP0001072,HP0001218
HP0000478,HP0001167,HP0000795
HP0000478,HP0001196,HP0000812
HP0000478,HP0001197,HP0001009
HP0000478,HP0001218,HP0001014
HP0000478,HP0001249,HP0001028
HP0000478,HP0001250,HP0000080
HP0000481,NULL,HP0000098
HP0000481,HP0000002,HP0000119
HP0000481,HP0000014,HP0000127
HP0000481,HP0000069,HP0000135
HP0000481,HP0000075,HP0000144
HP0000481,HP0000077,HP0000152
HP0000481,HP0000079,HP0000153
HP0000481,HP0000098,HP0000224
HP0000481,HP0000119,HP0000234
HP0000481,HP0000127,HP0000235
HP0000481,HP0000135,HP0000240
HP0000481,HP0000144,HP0000271
HP0000481,HP0000152,HP0000359
HP0000481,HP0000153,HP0000360
HP0000481,HP0000223,HP0000364
HP0000481,HP0000224,HP0000365
HP0000481,HP0000234,HP0000370
HP0000481,HP0000235,HP0000377
HP0000481,HP0000240,HP0000472
HP0000481,HP0000271,HP0000496
HP0000481,HP0000290,HP0000501
HP0000481,HP0000306,HP0000505
HP0000481,HP0000309,HP0000508
HP0000481,HP0000315,HP0000517
HP0000481,HP0000356,HP0000525
HP0000481,HP0000359,HP0000528
HP0000481,HP0000360,HP0000539
HP0000481,HP0000364,HP0000540
HP0000481,HP0000365,HP0000549
HP0000481,HP0000366,HP0000551
HP0000481,HP0000370,HP0000553
HP0000481,HP0000372,HP0000554
HP0000481,HP0000377,HP0000570
HP0000481,HP0000464,HP0000588
HP0000481,HP0000465,HP0000592
HP0000481,HP0000472,HP0000593
HP0000481,HP0000475,HP0000597
HP0000481,HP0000476,HP0000598
HP0000481,HP0000496,HP0000601
HP0000481,HP0000501,HP0000606
HP0000481,HP0000505,HP0000610
HP0000481,HP0000508,HP0000613
HP0000481,HP0000512,HP0000617
HP0000481,HP0000517,HP0000622
HP0000481,HP0000520,HP0000632
HP0000481,HP0000525,HP0000633
HP0000481,HP0000528,HP0000649
HP0000481,HP0000539,HP0000657
HP0000481,HP0000540,HP0000662
HP0000481,HP0000542,HP0000708
HP0000481,HP0000545,HP0000743
HP0000481,HP0000549,HP0000759
HP0000481,HP0000551,HP0000763
HP0000481,HP0000553,HP0000764
HP0000481,HP0000554,HP0000769
HP0000481,HP0000568,HP0000771
HP0000481,HP0000570,HP0000775
HP0000481,HP0000588,HP0000777
HP0000481,HP0000589,HP0000778
HP0000481,HP0000592,HP0000795
HP0000481,HP0000593,HP0000809
HP0000481,HP0000597,HP0000811
HP0000481,HP0000598,HP0000812
HP0000481,HP0000601,HP0000816
HP0000481,HP0000606,HP0000819
HP0000481,HP0000610,HP0000820
HP0000481,HP0000613,HP0000821
HP0000481,HP0000617,HP0000823
HP0000481,HP0000622,HP0000828
HP0000481,HP0000632,HP0000829
HP0000481,HP0000633,HP0000831
HP0000481,HP0000649,HP0000834
HP0000481,HP0000657,HP0000835
